	gene	p_interaction	p_raw	n_observations	n_subjects	n_effective	rho_ar1	test_statistic	effect_size	df_residual	model_converged	slope_diff	arima_transformation	bounded_support_model	family_used	heteroscedasticity_detected	variance_ratio_q	fit_method	shapiro_p_value	residuals_normal	n_residuals_tested	ci_weighted	adj_p_interaction	gene_id	gene_name
64	PNPT1	0.583339784117786	0.583339784117786	64	16	5.98136619110645	0.689894171572322	1.0779708846124	0.0206588919779016	58.2624707781794	TRUE	0.00390571329338915	TRUE	FALSE	Gaussian	TRUE	2.43763420206769	mgcv::gamm_arima(1,1,0)	0.118367906067339	TRUE	64	FALSE	1	ENSG00000138035.16	PNPT1
65	METTL26	0.627745371124108	0.627745371124108	64	16	10.6382535339374	0.277530131147851	0.93124130945705	0.514347520979764	58.0942474968801	TRUE	-0.00787867901648576	TRUE	FALSE	Gaussian	TRUE	1.88961993683538	mgcv::gamm_arima(1,1,0)	0.521838308315425	TRUE	64	FALSE	1	ENSG00000130731.17	METTL26
66	CYBB	0.662612074773814	0.662612074773814	64	16	9.58693779725125	0.35	0.823131131918785	0.725172767202142	58.0764679522745	TRUE	-0.0175341705192773	TRUE	FALSE	Gaussian	TRUE	1.23674052197986	mgcv::gamm_arima(1,1,0)	1.4430621360374e-05	FALSE	64	FALSE	1	ENSG00000165168.10	CYBB
67	CDH24	0.668620043393657	0.668620043393657	64	16	8.03069423816515	0.475231219321373	0.805078654583269	0.175494983905675	58.4305697705643	TRUE	0.00823958885098537	TRUE	FALSE	Gaussian	FALSE	1.02546435943866	mgcv::gamm_arima(1,1,0)	0.60319840323597	TRUE	64	FALSE	1	ENSG00000139880.21	CDH24
68	ENSG00000254706	0.709826462001701	0.709826462001701	64	16	12.9915118774315	0.14033228221271	0.685469517076115	0.377806352818883	58.4737010846071	TRUE	-0.0118610508440916	TRUE	FALSE	Gaussian	FALSE	1.11401838804355	mgcv::gamm_arima(1,1,0)	0.000374511435911073	FALSE	64	FALSE	1	ENSG00000254706.3	ENSG00000254706
69	GLB1L2	0.713088251674107	0.713088251674107	64	16	9.58693779725125	0.35	0.676300182176703	0.973681725393059	58.0140695496285	TRUE	0.00926009058193009	TRUE	FALSE	Gaussian	FALSE	1.57540681657217	mgcv::gamm_arima(1,1,0)	2.41368771442693e-06	FALSE	64	FALSE	1	ENSG00000149328.17	GLB1L2
70	SRPRA	0.740324369814688	0.740324369814688	64	16	9.58693779725125	0.35	0.601333702476722	0.955291500891456	58.0198114493111	TRUE	0.0115957414469822	TRUE	FALSE	Gaussian	FALSE	1.17476076086864	mgcv::gamm_arima(1,1,0)	1.37037576356704e-08	FALSE	64	FALSE	1	ENSG00000182934.13	SRPRA
71	GSKIP	0.754581471510764	0.754581471510764	64	16	9.63046680740153	0.34682903231848	0.563184051614996	0.111818027697998	58.3692917115906	TRUE	0.0137819510116042	TRUE	FALSE	Gaussian	TRUE	1.88623615025632	mgcv::gamm_arima(1,1,0)	0.00134619355704318	FALSE	64	FALSE	1	ENSG00000100744.16	GSKIP
72	LINC02362	0.775524760292169	0.775524760292169	64	16	6.05691106020843	0.68056108961102	0.508430737419928	-0.0263023362732131	58.1637779170173	TRUE	0.00459737618561494	TRUE	FALSE	Gaussian	TRUE	12.2142223772391	mgcv::gamm_arima(1,1,0)	0.000441457074097418	FALSE	64	FALSE	1	ENSG00000249096.8	LINC02362
73	GIPR	0.777858261402053	0.777858261402053	56	16	8.20124287096826	0.509743566080037	0.502421909377972	0.147133008438553	50.6262066405872	TRUE	-0.00729534409213285	TRUE	FALSE	Gaussian	FALSE	1	mgcv::gamm_arima(1,1,0)	2.53001495591681e-07	FALSE	56	FALSE	1	ENSG00000010310.10	GIPR
