gene	p_interaction	p_raw	n_observations	n_subjects	n_effective	rho_ar1	test_statistic	effect_size	df_residual	model_converged	slope_diff	arima_transformation	bounded_support_model	family_used	heteroscedasticity_detected	variance_ratio_q	fit_method	shapiro_p_value	residuals_normal	n_residuals_tested	ci_weighted	adj_p_interaction	gene_id	gene_name
44	UBP1	2.3838576673414e-10	2.3838576673414e-10	648	8	3.89016375972434	0.35	44.3142617716321	0.18647351055203	640.78838890487	TRUE	0.118685382529531	TRUE	FALSE	Gaussian	TRUE	5.28959064784499	mgcv::gamm_arima(1,1,0)	1.95156061366179e-08	FALSE	648	FALSE	1.04889737363022e-08	ENSG00000153560.13	UBP1
45	SRPRA	1.81808200387189e-09	1.81808200387189e-09	648	8	3.89016375972434	0.35	40.2509674711364	0.105028879442066	640.27009818746	TRUE	0.0952181986849007	TRUE	FALSE	Gaussian	TRUE	2.58236308496229	mgcv::gamm_arima(1,1,0)	3.43164342521395e-10	FALSE	648	FALSE	7.81775261664912e-08	ENSG00000182934.13	SRPRA
46	CCDC149	3.1193640359156e-09	3.1193640359156e-09	648	8	3.89016375972434	0.35	39.1712733810891	0.152913383729509	642.210800119403	TRUE	-0.0538717173976068	TRUE	FALSE	Gaussian	TRUE	1.93198547546015	mgcv::gamm_arima(1,1,0)	2.08671382754916e-10	FALSE	648	FALSE	1.31013289508455e-07	ENSG00000181982.21	CCDC149
47	SPIRE2	1.43154870859288e-08	1.43154870859288e-08	648	8	3.89016375972434	0.35	36.1238477454281	0.0348179094813246	642.024950482313	TRUE	0.0513524881184314	TRUE	FALSE	Gaussian	TRUE	3.50188914982242	mgcv::gamm_arima(1,1,0)	2.02433769883461e-08	FALSE	648	FALSE	5.8693497052308e-07	ENSG00000204991.12	SPIRE2
48	FBXO3	1.80052391272305e-08	1.80052391272305e-08	648	8	3.89016375972434	0.35	35.6652061175537	0.0172647135138366	640.420617760337	TRUE	0.0282707447947126	TRUE	FALSE	Gaussian	TRUE	11.4660940302722	mgcv::gamm_arima(1,1,0)	4.66767670633859e-19	FALSE	648	FALSE	7.20209565089218e-07	ENSG00000110429.15	FBXO3
49	ATG5	4.33338417521989e-08	4.33338417521989e-08	648	8	3.89016375972434	0.35	33.9086638849694	0.551260938377799	640.514270661387	TRUE	0.00890506716010846	TRUE	FALSE	Gaussian	TRUE	7.07227094053979	mgcv::gamm_arima(1,1,0)	3.92189127980327e-09	FALSE	648	FALSE	1.69001982833576e-06	ENSG00000057663.17	ATG5
50	RELCH	3.79359718230892e-07	3.79359718230892e-07	648	8	3.89016375972434	0.35	29.5695619147564	0.148188135112523	642.022572114749	TRUE	-0.0323816578714386	TRUE	FALSE	Gaussian	TRUE	17.363871994716	mgcv::gamm_arima(1,1,0)	1.21561899108788e-06	FALSE	648	FALSE	1.44156692927739e-05	ENSG00000134444.16	RELCH
51	NFKBIB	4.57107489015128e-07	4.57107489015128e-07	648	8	3.89016375972434	0.35	29.1966945359727	0.410228239937504	640.369789680693	TRUE	0.0492600546405257	TRUE	FALSE	Gaussian	TRUE	2.52481095876097	mgcv::gamm_arima(1,1,0)	2.22657823041414e-14	FALSE	648	FALSE	1.69129770935597e-05	ENSG00000104825.18	NFKBIB
52	POLR2J4	8.7366230994208e-07	8.7366230994208e-07	648	8	3.89016375972434	0.35	27.9011438180323	0.250656149288674	640.376480076008	TRUE	-0.0146637251480044	TRUE	FALSE	Gaussian	TRUE	35.3939905854997	mgcv::gamm_arima(1,1,0)	8.02214172384068e-05	FALSE	648	FALSE	3.14518431579149e-05	ENSG00000290758.3	POLR2J4
53	SAR1B	3.85819484798122e-06	3.85819484798122e-06	648	8	3.89016375972434	0.35	24.9306222796722	0.0230665051566948	640.453514413595	TRUE	-0.0423122031937189	TRUE	FALSE	Gaussian	TRUE	5.25423868474456	mgcv::gamm_arima(1,1,0)	2.04418929417768e-11	FALSE	648	FALSE	0.000135036819679343	ENSG00000152700.15	SAR1B
