gene	gene_name	transcript_id	pvalue	fdr	sait_p_interaction	sait_adj_p_interaction	q_value
ENSG00000204991.12	SPIRE2	ENST00000566337.5	0.256	0.533305555555556	2.06938784747408e-05	0.00107608168068652	2
ENSG00000204991.12	SPIRE2	ENST00000569108.5	0.452	0.706702127659574	2.06938784747408e-05	0.00107608168068652	2
ENSG00000169093.17	ASMTL	ENST00000381317.9	0.055	0.267666666666667	0.000104103601813984	0.00468466208162928	2
ENSG00000169093.17	ASMTL	ENST00000474865.6	0.169	0.425413793103448	0.000104103601813984	0.00468466208162928	2
ENSG00000205707.12	ETFRF1	ENST00000381356.9	0.446	0.706702127659574	6.60803191287486e-06	0.000382465475973376	2
ENSG00000205707.12	ETFRF1	ENST00000555151.5	0.281	0.547013333333333	6.60803191287486e-06	0.000382465475973376	2
ENSG00000205707.12	ETFRF1	ENST00000557540.7	0.246	0.520521739130435	6.60803191287486e-06	0.000382465475973376	2
ENSG00000100744.16	GSKIP	ENST00000438650.5	0.897	0.936237762237762	1.39784308687446e-18	1.00644702254961e-16	2
ENSG00000100744.16	GSKIP	ENST00000554182.5	0.778	0.896372093023256	1.39784308687446e-18	1.00644702254961e-16	2
ENSG00000100744.16	GSKIP	ENST00000555181.6	0.051	0.267666666666667	1.39784308687446e-18	1.00644702254961e-16	2
ENSG00000138035.16	PNPT1	ENST00000447944.7	0.079	0.29574358974359	4.835569485359e-05	0.00232107335297232	2
ENSG00000138035.16	PNPT1	ENST00000867136.1	0.001	0.0365	4.835569485359e-05	0.00232107335297232	2
ENSG00000138035.16	PNPT1	ENST00000917024.1	0.014	0.12775	4.835569485359e-05	0.00232107335297232	2
ENSG00000138035.16	PNPT1	ENST00000917025.1	0.029	0.201619047619048	4.835569485359e-05	0.00232107335297232	2
ENSG00000138035.16	PNPT1	ENST00000949804.1	0.274	0.547013333333333	4.835569485359e-05	0.00232107335297232	2
ENSG00000171914.18	TLN2	ENST00000467297.1	0.915	0.936237762237762	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000472902.1	0.682	0.878539130434782	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000474847.2	0.381	0.678365853658537	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000489129.5	0.612	0.827333333333333	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000559908.1	0.917	0.936237762237762	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000561311.5	0.105	0.340666666666667	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000636159.2	0.01	0.104285714285714	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000964496.1	0.358	0.645283950617284	6.84690191628913e-05	0.00321804390065589	2
ENSG00000171914.18	TLN2	ENST00000964498.1	0.002	0.0546816479400749	6.84690191628913e-05	0.00321804390065589	2
ENSG00000174780.18	SRP72	ENST00000504757.2	0.787	0.896372093023256	1.12541704064407e-09	7.42775246825084e-08	2
ENSG00000174780.18	SRP72	ENST00000505314.2	0.528	0.734171428571429	1.12541704064407e-09	7.42775246825084e-08	2
ENSG00000174780.18	SRP72	ENST00000642900.1	0.562	0.774075471698113	1.12541704064407e-09	7.42775246825084e-08	2
ENSG00000174780.18	SRP72	ENST00000646537.1	0.008	0.101076923076923	1.12541704064407e-09	7.42775246825084e-08	2
ENSG00000174780.18	SRP72	ENST00000646579.1	0.789	0.896372093023256	1.12541704064407e-09	7.42775246825084e-08	2
ENSG00000154096.15	THY1	ENST00000524970.5	0.584	0.796859813084112	3.80314117520201e-32	2.8523558814015e-30	2
ENSG00000154096.15	THY1	ENST00000900758.1	0.831	0.919136363636364	3.80314117520201e-32	2.8523558814015e-30	2
ENSG00000154096.15	THY1	ENST00000956364.1	0.205	0.446716417910448	3.80314117520201e-32	2.8523558814015e-30	2
ENSG00000149328.17	GLB1L2	ENST00000529077.5	0.173	0.428101694915254	6.59423234436854e-06	0.000382465475973376	2
ENSG00000149328.17	GLB1L2	ENST00000531081.5	0.426	0.698831460674157	6.59423234436854e-06	0.000382465475973376	2
ENSG00000149328.17	GLB1L2	ENST00000535456.7	0.792	0.896372093023256	6.59423234436854e-06	0.000382465475973376	2
ENSG00000247092.10	SNHG10	ENST00000554169.4	0.124	0.36208	6.16740323403537e-07	3.82379000510193e-05	2
ENSG00000247092.10	SNHG10	ENST00000660378.4	0.4	0.685860465116279	6.16740323403537e-07	3.82379000510193e-05	2
ENSG00000247092.10	SNHG10	ENST00000667668.2	0.32	0.598974358974359	6.16740323403537e-07	3.82379000510193e-05	2
ENSG00000247092.10	SNHG10	ENST00000685307.3	0.882	0.936237762237762	6.16740323403537e-07	3.82379000510193e-05	2
ENSG00000068305.20	MEF2A	ENST00000559036.5	0.731	0.896372093023256	1.32290628863472e-23	9.7895065358969e-22	2
ENSG00000068305.20	MEF2A	ENST00000889128.1	0.973	0.979710344827586	1.32290628863472e-23	9.7895065358969e-22	2
ENSG00000068305.20	MEF2A	ENST00000889134.1	0.001	0.0365	1.32290628863472e-23	9.7895065358969e-22	2
ENSG00000068305.20	MEF2A	ENST00000889162.1	0.001	0.0365	1.32290628863472e-23	9.7895065358969e-22	2
ENSG00000068305.20	MEF2A	ENST00000928335.1	0.024	0.1752	1.32290628863472e-23	9.7895065358969e-22	2
ENSG00000274322.1	ENSG00000274322	ENST00000617804.1	0.314	0.595376623376623	3.42041780909896e-05	0.00167600472645849	2
ENSG00000274322.1	ENSG00000274322	ENST00000618770.1	0.111	0.351021276595745	3.42041780909896e-05	0.00167600472645849	2
ENSG00000128274.18	A4GALT	ENST00000642412.2	0.825	0.919136363636364	0.00096997777109349	0.0426790219281135	2
ENSG00000128274.18	A4GALT	ENST00000868274.1	0.079	0.29574358974359	0.00096997777109349	0.0426790219281135	2
ENSG00000128274.18	A4GALT	ENST00000912638.1	0.153	0.404107142857143	0.00096997777109349	0.0426790219281135	2
ENSG00000128274.18	A4GALT	ENST00000959693.1	0.179	0.433213114754098	0.00096997777109349	0.0426790219281135	2
