	gene	sample	q_value	diversity
12611	LINC02362	SRR14800490	q_0.500	0.784948553553018
12612	ENSG00000274322	SRR14800490	q_0.500	0.887222547625429
12613	ENSG00000291072	SRR14800490	q_0.500	0.678943631712447
12614	A4GALT	SRR14800490	q_0.500	0.862273170054542
12615	EPB41L4A-AS1	SRR14800490	q_0.500	0.771359995630107
12616	NCF1C	SRR14800490	q_0.500	0.518642811388989
12617	FOXJ2	SRR14800489	q_0.500	0.767626700378932
12618	TMEM38A	SRR14800489	q_0.500	0.981407328145144
12619	CCNE1	SRR14800489	q_0.500	0.298056734401682
12620	MCOLN1	SRR14800489	q_0.500	0.638854947909275
12621	FBXO3	SRR14800489	q_0.500	0.968506129442443
12622	SLC25A16	SRR14800489	q_0.500	0.662728819078395
12623	ZNF710	SRR14800489	q_0.500	0.958221654525495
12624	TM7SF2	SRR14800489	q_0.500	0.570685625464307
12625	UBP1	SRR14800489	q_0.500	0.821266560525271
12626	SPICE1	SRR14800489	q_0.500	0.647850091254862
12627	NPY1R	SRR14800489	q_0.500	0.723315930593982
12628	CENPV	SRR14800489	q_0.500	0.932070023576083
12629	METTL26	SRR14800489	q_0.500	0.764664611699779
12630	MCC	SRR14800489	q_0.500	0.682779017575342
12631	REG3A	SRR14800489	q_0.500	NA
12632	USP38	SRR14800489	q_0.500	0.946682150279379
12633	CYP2W1	SRR14800489	q_0.500	0
12634	NFKBIB	SRR14800489	q_0.500	0.788279122712627
12635	ING3	SRR14800489	q_0.500	0.966746411132734
12636	HIGD1A	SRR14800489	q_0.500	0.882330808274116
12637	DUOXA2	SRR14800489	q_0.500	0.977447584613093
12638	CCDC149	SRR14800489	q_0.500	0.968173652626975
12639	FAXDC2	SRR14800489	q_0.500	0.841393316969924
12640	THOC6	SRR14800489	q_0.500	0.601561217082681
12641	POLR2J4	SRR14800489	q_0.500	0.842320004429489
12642	SYNM	SRR14800489	q_0.500	0.98298338283859
12643	SPNS2	SRR14800489	q_0.500	0
12644	SRPRA	SRR14800489	q_0.500	0.717201054703118
12645	LINC03040	SRR14800489	q_0.500	0
12646	RAP1GDS1	SRR14800489	q_0.500	0.935905827518566
12647	ZNF493	SRR14800489	q_0.500	0.942661055222436
12648	VRK2	SRR14800489	q_0.500	0.901157789948357
12649	PMEPA1	SRR14800489	q_0.500	0.782145558021755
12650	CXCL12	SRR14800489	q_0.500	0.698856266698407
12651	EXOC1	SRR14800489	q_0.500	0.977243163673638
12652	FAM114A2	SRR14800489	q_0.500	0.829549700942081
12653	ANGEL2	SRR14800489	q_0.500	0.88505947596641
12654	TMEM183A	SRR14800489	q_0.500	0.956047005307706
12655	HDAC2	SRR14800489	q_0.500	0.601164352806896
12656	ATG5	SRR14800489	q_0.500	0.848796066511939
12657	SH3PXD2A	SRR14800489	q_0.500	0.883266657329053
12658	IFIT3	SRR14800489	q_0.500	0.99497268535794
12659	PBX2	SRR14800489	q_0.500	0.644195968732885
12660	IRF3	SRR14800489	q_0.500	0.810591094505649
12661	SPIRE2	SRR14800489	q_0.500	0.91821377471608
12662	CYBB	SRR14800489	q_0.500	0.752724060999864
12663	ASMTL	SRR14800489	q_0.500	0.581093662708698
12664	ETFRF1	SRR14800489	q_0.500	0.673809703818737
12665	PDE7A	SRR14800489	q_0.500	0.724899540365136
12666	CDH24	SRR14800489	q_0.500	0.565798181906353
12667	RELCH	SRR14800489	q_0.500	0.877098654260121
12668	ZFP90	SRR14800489	q_0.500	0.64735717272517
12669	SAR1B	SRR14800489	q_0.500	0.80042885220299
12670	PPP1R2	SRR14800489	q_0.500	0.766932608568924
12671	ENSG00000254706	SRR14800489	q_0.500	0.985400114391391
12672	GSKIP	SRR14800489	q_0.500	0
12673	GDI1	SRR14800489	q_0.500	0.626294632092476
12674	PNPT1	SRR14800489	q_0.500	0.780906287001598
12675	ZNF714	SRR14800489	q_0.500	0.735447757678314
12676	SLC9A7	SRR14800489	q_0.500	0.718182589600272
12677	DNAJC24	SRR14800489	q_0.500	0.873790799796767
12678	TLN2	SRR14800489	q_0.500	0.931256212612361
12679	SRP72	SRR14800489	q_0.500	0.857510113772196
12680	NSA2	SRR14800489	q_0.500	0.505503686838895
12681	THY1	SRR14800489	q_0.500	0.699881107730489
12682	PICALM	SRR14800489	q_0.500	0.872933796157213
12683	GLB1L2	SRR14800489	q_0.500	0.636947387374849
12684	SNHG10	SRR14800489	q_0.500	0.799668048760118
12685	MEF2A	SRR14800489	q_0.500	0.899225639896703
12686	GIPR	SRR14800489	q_0.500	0.968610838734312
12687	LINC02362	SRR14800489	q_0.500	0.983104692518181
12688	ENSG00000274322	SRR14800489	q_0.500	0.509183199933782
12689	ENSG00000291072	SRR14800489	q_0.500	0.965271257422868
12690	A4GALT	SRR14800489	q_0.500	0.40425359331434
12691	EPB41L4A-AS1	SRR14800489	q_0.500	0.630161556579466
12692	NCF1C	SRR14800489	q_0.500	0.90803909538144
12693	FOXJ2	SRR14800488	q_0.500	0.228528528354536
12694	TMEM38A	SRR14800488	q_0.500	0.932211236871848
12695	CCNE1	SRR14800488	q_0.500	0.410055312354199
12696	MCOLN1	SRR14800488	q_0.500	0.572365853929978
12697	FBXO3	SRR14800488	q_0.500	0.820601577518703
12698	SLC25A16	SRR14800488	q_0.500	0.941135484319556
12699	ZNF710	SRR14800488	q_0.500	0.938891154159215
12700	TM7SF2	SRR14800488	q_0.500	0.753807709634448
12701	UBP1	SRR14800488	q_0.500	0.80281454538477
12702	SPICE1	SRR14800488	q_0.500	0.880519383179332
12703	NPY1R	SRR14800488	q_0.500	0.568585150007295
12704	CENPV	SRR14800488	q_0.500	0.9462643003796
12705	METTL26	SRR14800488	q_0.500	0.738468544498345
12706	MCC	SRR14800488	q_0.500	0.777566165272208
12707	REG3A	SRR14800488	q_0.500	0
12708	USP38	SRR14800488	q_0.500	0.830535782326995
12709	CYP2W1	SRR14800488	q_0.500	0
12710	NFKBIB	SRR14800488	q_0.500	0.86165584276342
12711	ING3	SRR14800488	q_0.500	0.80712393033443
12712	HIGD1A	SRR14800488	q_0.500	0.557167774249017
12713	DUOXA2	SRR14800488	q_0.500	0
12714	CCDC149	SRR14800488	q_0.500	0.800916476472713
12715	FAXDC2	SRR14800488	q_0.500	0.761024165249856
12716	THOC6	SRR14800488	q_0.500	0.637485373269899
12717	POLR2J4	SRR14800488	q_0.500	0.86108907810566
12718	SYNM	SRR14800488	q_0.500	0
12719	SPNS2	SRR14800488	q_0.500	0
12720	SRPRA	SRR14800488	q_0.500	0.61905083010223
12721	LINC03040	SRR14800488	q_0.500	0.518839233655554
12722	RAP1GDS1	SRR14800488	q_0.500	0.698614332284905
12723	ZNF493	SRR14800488	q_0.500	0.972352320538936
12724	VRK2	SRR14800488	q_0.500	0.937191783803671
12725	PMEPA1	SRR14800488	q_0.500	0.925936568270856
12726	CXCL12	SRR14800488	q_0.500	0.682246662870456
12727	EXOC1	SRR14800488	q_0.500	0.759109167557013
12728	FAM114A2	SRR14800488	q_0.500	0.786447379219153
12729	ANGEL2	SRR14800488	q_0.500	0.948948638352488
12730	TMEM183A	SRR14800488	q_0.500	0.697863603506662
12731	HDAC2	SRR14800488	q_0.500	0.808299918480018
12732	ATG5	SRR14800488	q_0.500	0.856967548507391
12733	SH3PXD2A	SRR14800488	q_0.500	0.836842711104554
12734	IFIT3	SRR14800488	q_0.500	0.994507003398908
12735	PBX2	SRR14800488	q_0.500	0.514031850538892
12736	IRF3	SRR14800488	q_0.500	0.773074716827804
12737	SPIRE2	SRR14800488	q_0.500	0.863444381254026
12738	CYBB	SRR14800488	q_0.500	0.829950810773969
12739	ASMTL	SRR14800488	q_0.500	0.332721159478084
12740	ETFRF1	SRR14800488	q_0.500	0.728112814174798
12741	PDE7A	SRR14800488	q_0.500	0.637882224583766
12742	CDH24	SRR14800488	q_0.500	0.833490651545124
12743	RELCH	SRR14800488	q_0.500	0.73037394606767
12744	ZFP90	SRR14800488	q_0.500	0.601744041208392
12745	SAR1B	SRR14800488	q_0.500	0.621975805141735
12746	PPP1R2	SRR14800488	q_0.500	0.571581083367764
12747	ENSG00000254706	SRR14800488	q_0.500	0.904374642523472
12748	GSKIP	SRR14800488	q_0.500	0.680244424332489
12749	GDI1	SRR14800488	q_0.500	0.625301507008514
12750	PNPT1	SRR14800488	q_0.500	0.330773709903617
12751	ZNF714	SRR14800488	q_0.500	0.71232865467062
12752	SLC9A7	SRR14800488	q_0.500	0.535032328214117
12753	DNAJC24	SRR14800488	q_0.500	0.744673522223568
12754	TLN2	SRR14800488	q_0.500	0.93754474993312
12755	SRP72	SRR14800488	q_0.500	0.562957698313039
12756	NSA2	SRR14800488	q_0.500	0.85805006054398
12757	THY1	SRR14800488	q_0.500	0.831814294677912
12758	PICALM	SRR14800488	q_0.500	0.845769340625759
12759	GLB1L2	SRR14800488	q_0.500	0.640585226676888
12760	SNHG10	SRR14800488	q_0.500	0.868394724462823
12761	MEF2A	SRR14800488	q_0.500	0.795020310410549
12762	GIPR	SRR14800488	q_0.500	0.996835974892742
12763	LINC02362	SRR14800488	q_0.500	0.830705269920365
12764	ENSG00000274322	SRR14800488	q_0.500	0.6023717685916
12765	ENSG00000291072	SRR14800488	q_0.500	0.950121793173094
12766	A4GALT	SRR14800488	q_0.500	0.415737702860687
12767	EPB41L4A-AS1	SRR14800488	q_0.500	0.876916212751158
12768	NCF1C	SRR14800488	q_0.500	0
12769	FOXJ2	SRR14800479	q_0.500	0.432085854332225
12770	TMEM38A	SRR14800479	q_0.500	0.931027888852329
12771	CCNE1	SRR14800479	q_0.500	0.973659575936024
12772	MCOLN1	SRR14800479	q_0.500	0.852231338020235
12773	FBXO3	SRR14800479	q_0.500	0.661719856128692
12774	SLC25A16	SRR14800479	q_0.500	0.667983080034413
12775	ZNF710	SRR14800479	q_0.500	0.842040841191326
12776	TM7SF2	SRR14800479	q_0.500	0.694189751551069
12777	UBP1	SRR14800479	q_0.500	0.88966762196957
12778	SPICE1	SRR14800479	q_0.500	0.938730838355441
12779	NPY1R	SRR14800479	q_0.500	0
12780	CENPV	SRR14800479	q_0.500	0.965285323677237
12781	METTL26	SRR14800479	q_0.500	0.792978125393065
12782	MCC	SRR14800479	q_0.500	0.539106895289955
12783	REG3A	SRR14800479	q_0.500	0.989603183066284
12784	USP38	SRR14800479	q_0.500	0.779206336087172
12785	CYP2W1	SRR14800479	q_0.500	0.62251668356016
12786	NFKBIB	SRR14800479	q_0.500	0.838132384600723
12787	ING3	SRR14800479	q_0.500	0.968946474201019
12788	HIGD1A	SRR14800479	q_0.500	0.789567034545127
12789	DUOXA2	SRR14800479	q_0.500	0.908801625127027
12790	CCDC149	SRR14800479	q_0.500	0.768336305710642
12791	FAXDC2	SRR14800479	q_0.500	0.931719652179352
12792	THOC6	SRR14800479	q_0.500	0.660264409708525
12793	POLR2J4	SRR14800479	q_0.500	0.837298291137739
12794	SYNM	SRR14800479	q_0.500	0
12795	SPNS2	SRR14800479	q_0.500	0
12796	SRPRA	SRR14800479	q_0.500	0.710909161859605
12797	LINC03040	SRR14800479	q_0.500	0.972059545952408
12798	RAP1GDS1	SRR14800479	q_0.500	0.749623721045409
12799	ZNF493	SRR14800479	q_0.500	0.924676768035993
12800	VRK2	SRR14800479	q_0.500	0.944206015222173
12801	PMEPA1	SRR14800479	q_0.500	0.753232157787517
12802	CXCL12	SRR14800479	q_0.500	0.538290966469177
12803	EXOC1	SRR14800479	q_0.500	0.546954089247512
12804	FAM114A2	SRR14800479	q_0.500	0.833093863401586
12805	ANGEL2	SRR14800479	q_0.500	0.925364049705443
12806	TMEM183A	SRR14800479	q_0.500	0.570122368703583
12807	HDAC2	SRR14800479	q_0.500	0.816732733713356
12808	ATG5	SRR14800479	q_0.500	0.862856234593081
12809	SH3PXD2A	SRR14800479	q_0.500	0.847151136938563
12810	IFIT3	SRR14800479	q_0.500	0
12811	PBX2	SRR14800479	q_0.500	0.805310524090827
12812	IRF3	SRR14800479	q_0.500	0.703525932625234
12813	SPIRE2	SRR14800479	q_0.500	0.87876026562245
12814	CYBB	SRR14800479	q_0.500	0.514341642799835
12815	ASMTL	SRR14800479	q_0.500	0.659174313090394
12816	ETFRF1	SRR14800479	q_0.500	0.870884251642312
12817	PDE7A	SRR14800479	q_0.500	0.714027473913465
12818	CDH24	SRR14800479	q_0.500	0.787760194043385
12819	RELCH	SRR14800479	q_0.500	0.825843948153503
12820	ZFP90	SRR14800479	q_0.500	0.666887379075396
12821	SAR1B	SRR14800479	q_0.500	0.47252474575368
12822	PPP1R2	SRR14800479	q_0.500	0.433142310987229
12823	ENSG00000254706	SRR14800479	q_0.500	0
12824	GSKIP	SRR14800479	q_0.500	0.662036693992444
12825	GDI1	SRR14800479	q_0.500	0.722421530251689
12826	PNPT1	SRR14800479	q_0.500	0.583075093096659
12827	ZNF714	SRR14800479	q_0.500	0.939190605851675
12828	SLC9A7	SRR14800479	q_0.500	0
12829	DNAJC24	SRR14800479	q_0.500	0.839791823046634
12830	TLN2	SRR14800479	q_0.500	0.78413752195916
12831	SRP72	SRR14800479	q_0.500	0.593175825873226
12832	NSA2	SRR14800479	q_0.500	0.822678416898707
12833	THY1	SRR14800479	q_0.500	0.890275012534443
12834	PICALM	SRR14800479	q_0.500	0.82622851394092
12835	GLB1L2	SRR14800479	q_0.500	0.669885327070809
12836	SNHG10	SRR14800479	q_0.500	0.810932649360344
12837	MEF2A	SRR14800479	q_0.500	0.723938564833867
12838	GIPR	SRR14800479	q_0.500	0.93716271629987
12839	LINC02362	SRR14800479	q_0.500	0.654958770482307
12840	ENSG00000274322	SRR14800479	q_0.500	0.423995557931469
12841	ENSG00000291072	SRR14800479	q_0.500	0.82645426425946
12842	A4GALT	SRR14800479	q_0.500	0.268765958535981
12843	EPB41L4A-AS1	SRR14800479	q_0.500	0.689080673939421
12844	NCF1C	SRR14800479	q_0.500	0
12845	FOXJ2	SRR14800478	q_0.500	0.516958564348982
12846	TMEM38A	SRR14800478	q_0.500	0
12847	CCNE1	SRR14800478	q_0.500	0.823431709228897
12848	MCOLN1	SRR14800478	q_0.500	0.591116196976094
12849	FBXO3	SRR14800478	q_0.500	0.929826816780189
12850	SLC25A16	SRR14800478	q_0.500	0.949499800223428
12851	ZNF710	SRR14800478	q_0.500	0.98302921013197
12852	TM7SF2	SRR14800478	q_0.500	0.647032799498422
12853	UBP1	SRR14800478	q_0.500	0.758487892615346
12854	SPICE1	SRR14800478	q_0.500	0.921580763942311
12855	NPY1R	SRR14800478	q_0.500	0
12856	CENPV	SRR14800478	q_0.500	0.878726175709293
12857	METTL26	SRR14800478	q_0.500	0.914266802398283
12858	MCC	SRR14800478	q_0.500	0.700364515799955
12859	REG3A	SRR14800478	q_0.500	0.995008456690337
12860	USP38	SRR14800478	q_0.500	0.953350302917488
12861	CYP2W1	SRR14800478	q_0.500	0.994384474869043
12862	NFKBIB	SRR14800478	q_0.500	0.657515577809622
12863	ING3	SRR14800478	q_0.500	0.788382830592138
12864	HIGD1A	SRR14800478	q_0.500	0.597001662994277
12865	DUOXA2	SRR14800478	q_0.500	0.425608074256083
12866	CCDC149	SRR14800478	q_0.500	0.74613041688142
12867	FAXDC2	SRR14800478	q_0.500	0.894740467941432
12868	THOC6	SRR14800478	q_0.500	0.520747958784019
12869	POLR2J4	SRR14800478	q_0.500	0.858821617311414
12870	SYNM	SRR14800478	q_0.500	0.999974324354679
12871	SPNS2	SRR14800478	q_0.500	0.714332810606725
12872	SRPRA	SRR14800478	q_0.500	0.431838519441688
12873	LINC03040	SRR14800478	q_0.500	0.980973098800831
12874	RAP1GDS1	SRR14800478	q_0.500	0.899885016292476
12875	ZNF493	SRR14800478	q_0.500	0.951262365610634
12876	VRK2	SRR14800478	q_0.500	0.879612395041477
12877	PMEPA1	SRR14800478	q_0.500	0.919856772996209
12878	CXCL12	SRR14800478	q_0.500	0.854718793852137
12879	EXOC1	SRR14800478	q_0.500	0.831975689010037
12880	FAM114A2	SRR14800478	q_0.500	0.680736766670597
12881	ANGEL2	SRR14800478	q_0.500	0.926781552196541
12882	TMEM183A	SRR14800478	q_0.500	0.962077176414133
12883	HDAC2	SRR14800478	q_0.500	0.708622530119983
12884	ATG5	SRR14800478	q_0.500	0.893518065187913
12885	SH3PXD2A	SRR14800478	q_0.500	0.706320417555975
12886	IFIT3	SRR14800478	q_0.500	0.885944447714464
12887	PBX2	SRR14800478	q_0.500	0.919598394764981
12888	IRF3	SRR14800478	q_0.500	0.857704122442788
12889	SPIRE2	SRR14800478	q_0.500	0.891648636339456
12890	CYBB	SRR14800478	q_0.500	0.635360148109468
12891	ASMTL	SRR14800478	q_0.500	0
12892	ETFRF1	SRR14800478	q_0.500	0.784060720192453
12893	PDE7A	SRR14800478	q_0.500	0.953215639332227
12894	CDH24	SRR14800478	q_0.500	0.886880518918809
12895	RELCH	SRR14800478	q_0.500	0.809612454206396
12896	ZFP90	SRR14800478	q_0.500	0.729981557095001
12897	SAR1B	SRR14800478	q_0.500	0.821302152076791
12898	PPP1R2	SRR14800478	q_0.500	0.621882084491691
12899	ENSG00000254706	SRR14800478	q_0.500	0.885303641556474
12900	GSKIP	SRR14800478	q_0.500	0.528761395243505
12901	GDI1	SRR14800478	q_0.500	0.676180265244621
12902	PNPT1	SRR14800478	q_0.500	0.981225791300696
12903	ZNF714	SRR14800478	q_0.500	0.898382848373272
12904	SLC9A7	SRR14800478	q_0.500	0.627149739723863
12905	DNAJC24	SRR14800478	q_0.500	0.84372800493536
12906	TLN2	SRR14800478	q_0.500	0.676756752080621
12907	SRP72	SRR14800478	q_0.500	0.850689859234104
12908	NSA2	SRR14800478	q_0.500	0.493935071309603
12909	THY1	SRR14800478	q_0.500	0.763489442276344
12910	PICALM	SRR14800478	q_0.500	0.929661029655032
12911	GLB1L2	SRR14800478	q_0.500	0.502214158541236
12912	SNHG10	SRR14800478	q_0.500	0.811531709930627
12913	MEF2A	SRR14800478	q_0.500	0.873773629712777
12914	GIPR	SRR14800478	q_0.500	0.972436841763677
12915	LINC02362	SRR14800478	q_0.500	0.700503500181901
12916	ENSG00000274322	SRR14800478	q_0.500	0.53864996978344
12917	ENSG00000291072	SRR14800478	q_0.500	0.830995804433217
12918	A4GALT	SRR14800478	q_0.500	0.688635208868925
12919	EPB41L4A-AS1	SRR14800478	q_0.500	0.931420906788576
12920	NCF1C	SRR14800478	q_0.500	0
12921	FOXJ2	SRR14800487	q_0.500	0.72061687209892
12922	TMEM38A	SRR14800487	q_0.500	0.868935544711843
12923	CCNE1	SRR14800487	q_0.500	0.80104988251368
12924	MCOLN1	SRR14800487	q_0.500	0.670928035381612
12925	FBXO3	SRR14800487	q_0.500	0.957341063722565
12926	SLC25A16	SRR14800487	q_0.500	0.879518679337918
12927	ZNF710	SRR14800487	q_0.500	0.954332696311838
12928	TM7SF2	SRR14800487	q_0.500	0.490800695701307
12929	UBP1	SRR14800487	q_0.500	0.774359695262976
12930	SPICE1	SRR14800487	q_0.500	0.968458720852116
12931	NPY1R	SRR14800487	q_0.500	0.870648205293291
12932	CENPV	SRR14800487	q_0.500	0.821511252080719
12933	METTL26	SRR14800487	q_0.500	0.906777684026496
12934	MCC	SRR14800487	q_0.500	0.800361033789386
12935	REG3A	SRR14800487	q_0.500	0.99987274331389
12936	USP38	SRR14800487	q_0.500	0.957602375585182
12937	CYP2W1	SRR14800487	q_0.500	0
12938	NFKBIB	SRR14800487	q_0.500	0.590369648250112
12939	ING3	SRR14800487	q_0.500	0.96171693463774
12940	HIGD1A	SRR14800487	q_0.500	0.381140602899707
12941	DUOXA2	SRR14800487	q_0.500	0.793214239115172
12942	CCDC149	SRR14800487	q_0.500	0.865820482360428
12943	FAXDC2	SRR14800487	q_0.500	0.730883146574855
12944	THOC6	SRR14800487	q_0.500	0.341786709722329
12945	POLR2J4	SRR14800487	q_0.500	0.867650362820043
12946	SYNM	SRR14800487	q_0.500	0.99802656264894
12947	SPNS2	SRR14800487	q_0.500	0.544651839613552
12948	SRPRA	SRR14800487	q_0.500	0.445021658009505
12949	LINC03040	SRR14800487	q_0.500	0.920160123392103
12950	RAP1GDS1	SRR14800487	q_0.500	0.804551032334687
12951	ZNF493	SRR14800487	q_0.500	0.945538469267766
12952	VRK2	SRR14800487	q_0.500	0.865502110261245
12953	PMEPA1	SRR14800487	q_0.500	0.624952405745621
12954	CXCL12	SRR14800487	q_0.500	0.73505419386997
12955	EXOC1	SRR14800487	q_0.500	0.945000996980599
12956	FAM114A2	SRR14800487	q_0.500	0.677450360301951
12957	ANGEL2	SRR14800487	q_0.500	0.936455460309893
12958	TMEM183A	SRR14800487	q_0.500	0.813302743535696
12959	HDAC2	SRR14800487	q_0.500	0.806094615970488
12960	ATG5	SRR14800487	q_0.500	0.906177529991555
12961	SH3PXD2A	SRR14800487	q_0.500	0.825280415246891
12962	IFIT3	SRR14800487	q_0.500	0.924238130233442
12963	PBX2	SRR14800487	q_0.500	0.495831232929394
12964	IRF3	SRR14800487	q_0.500	0.63226444345957
12965	SPIRE2	SRR14800487	q_0.500	0.834882671399564
12966	CYBB	SRR14800487	q_0.500	0.674459158257094
12967	ASMTL	SRR14800487	q_0.500	0.493336334943658
12968	ETFRF1	SRR14800487	q_0.500	0.597584730710368
12969	PDE7A	SRR14800487	q_0.500	0.887999027962512
12970	CDH24	SRR14800487	q_0.500	0.536343106447306
12971	RELCH	SRR14800487	q_0.500	0.826653572669391
12972	ZFP90	SRR14800487	q_0.500	0.60649442971939
12973	SAR1B	SRR14800487	q_0.500	0.848744160637216
12974	PPP1R2	SRR14800487	q_0.500	0.66413310563984
12975	ENSG00000254706	SRR14800487	q_0.500	0.662235882944401
12976	GSKIP	SRR14800487	q_0.500	0.195161840089531
12977	GDI1	SRR14800487	q_0.500	0.652756935641197
12978	PNPT1	SRR14800487	q_0.500	0.937940252961834
12979	ZNF714	SRR14800487	q_0.500	0.851279203521522
12980	SLC9A7	SRR14800487	q_0.500	0.871025531966968
12981	DNAJC24	SRR14800487	q_0.500	0.76263684723172
12982	TLN2	SRR14800487	q_0.500	0.72426267956129
12983	SRP72	SRR14800487	q_0.500	0.79642686188822
12984	NSA2	SRR14800487	q_0.500	0.320436136544179
12985	THY1	SRR14800487	q_0.500	0.583576704333814
12986	PICALM	SRR14800487	q_0.500	0.857445086773104
12987	GLB1L2	SRR14800487	q_0.500	0.591625379065344
12988	SNHG10	SRR14800487	q_0.500	0.829506108062203
12989	MEF2A	SRR14800487	q_0.500	0.883991111675591
12990	GIPR	SRR14800487	q_0.500	0.990572541837333
12991	LINC02362	SRR14800487	q_0.500	0.989424756735185
12992	ENSG00000274322	SRR14800487	q_0.500	0.4903617203691
12993	ENSG00000291072	SRR14800487	q_0.500	0.755293479444697
12994	A4GALT	SRR14800487	q_0.500	0.960959355075967
12995	EPB41L4A-AS1	SRR14800487	q_0.500	0.825821494635417
12996	NCF1C	SRR14800487	q_0.500	0.499258789030639
12997	FOXJ2	SRR14800486	q_0.500	0.184511592088394
12998	TMEM38A	SRR14800486	q_0.500	0.981844845539043
12999	CCNE1	SRR14800486	q_0.500	0.774425365705879
13000	MCOLN1	SRR14800486	q_0.500	0.609996440752953
13001	FBXO3	SRR14800486	q_0.500	0.956400657372688
13002	SLC25A16	SRR14800486	q_0.500	0.803359527242593
13003	ZNF710	SRR14800486	q_0.500	0.900449514354258
13004	TM7SF2	SRR14800486	q_0.500	0.350966745372166
13005	UBP1	SRR14800486	q_0.500	0.922364516301588
13006	SPICE1	SRR14800486	q_0.500	0.91015407938609
13007	NPY1R	SRR14800486	q_0.500	0.855017127895852
13008	CENPV	SRR14800486	q_0.500	0.885776942735834
13009	METTL26	SRR14800486	q_0.500	0.563372263141546
13010	MCC	SRR14800486	q_0.500	0.234590857786344
13011	REG3A	SRR14800486	q_0.500	0.788918799711852
13012	USP38	SRR14800486	q_0.500	0.961974728118343
13013	CYP2W1	SRR14800486	q_0.500	0
13014	NFKBIB	SRR14800486	q_0.500	0.909707619609424
13015	ING3	SRR14800486	q_0.500	0.968813831819416
13016	HIGD1A	SRR14800486	q_0.500	0.414837868664727
13017	DUOXA2	SRR14800486	q_0.500	0.60203401698752
13018	CCDC149	SRR14800486	q_0.500	0.927633379082725
13019	FAXDC2	SRR14800486	q_0.500	0.883613970911567
13020	THOC6	SRR14800486	q_0.500	0.468444573043707
13021	POLR2J4	SRR14800486	q_0.500	0.851553559697436
13022	SYNM	SRR14800486	q_0.500	0.999914005151083
13023	SPNS2	SRR14800486	q_0.500	0
13024	SRPRA	SRR14800486	q_0.500	0.621343726617256
13025	LINC03040	SRR14800486	q_0.500	0.938616710679683
13026	RAP1GDS1	SRR14800486	q_0.500	0.901531276201698
13027	ZNF493	SRR14800486	q_0.500	0.824501841508148
13028	VRK2	SRR14800486	q_0.500	0.851904540554928
13029	PMEPA1	SRR14800486	q_0.500	0.749946044491919
13030	CXCL12	SRR14800486	q_0.500	0.854169582144914
13031	EXOC1	SRR14800486	q_0.500	0.884829633759299
13032	FAM114A2	SRR14800486	q_0.500	0.931424245462713
13033	ANGEL2	SRR14800486	q_0.500	0.861445435480153
13034	TMEM183A	SRR14800486	q_0.500	0.847909411220526
13035	HDAC2	SRR14800486	q_0.500	0.888193845885753
13036	ATG5	SRR14800486	q_0.500	0.927950447398456
13037	SH3PXD2A	SRR14800486	q_0.500	0.873519383226219
13038	IFIT3	SRR14800486	q_0.500	0.924178693437445
13039	PBX2	SRR14800486	q_0.500	0.479260218108987
13040	IRF3	SRR14800486	q_0.500	0.891705177981447
13041	SPIRE2	SRR14800486	q_0.500	0.890146113829704
13042	CYBB	SRR14800486	q_0.500	0.825457663727147
13043	ASMTL	SRR14800486	q_0.500	0.898473823791174
