	gene	sample	q_value	diversity
12143	ZNF714	SRR14800482	q_0.450	0.945730175587179
12144	SLC9A7	SRR14800482	q_0.450	0.884515480282064
12145	DNAJC24	SRR14800482	q_0.450	0.806782223113872
12146	TLN2	SRR14800482	q_0.450	0.663206331611854
12147	SRP72	SRR14800482	q_0.450	0.592150601361352
12148	NSA2	SRR14800482	q_0.450	0.88524621452832
12149	THY1	SRR14800482	q_0.450	0.861516036129016
12150	PICALM	SRR14800482	q_0.450	0.778920755735866
12151	GLB1L2	SRR14800482	q_0.450	0.488564807305016
12152	SNHG10	SRR14800482	q_0.450	0.768953729238655
12153	MEF2A	SRR14800482	q_0.450	0.869333586746495
12154	GIPR	SRR14800482	q_0.450	0.996141192659532
12155	LINC02362	SRR14800482	q_0.450	0.635116236702817
12156	ENSG00000274322	SRR14800482	q_0.450	0.841719818319577
12157	ENSG00000291072	SRR14800482	q_0.450	0.92211107035613
12158	A4GALT	SRR14800482	q_0.450	0.716328682240631
12159	EPB41L4A-AS1	SRR14800482	q_0.450	0.89760780322713
12160	NCF1C	SRR14800482	q_0.450	0
12161	FOXJ2	SRR14800481	q_0.500	0.537964848909976
12162	TMEM38A	SRR14800481	q_0.500	0.827043236996353
12163	CCNE1	SRR14800481	q_0.500	0.322564243103409
12164	MCOLN1	SRR14800481	q_0.500	0.392972022307665
12165	FBXO3	SRR14800481	q_0.500	0.952358446470636
12166	SLC25A16	SRR14800481	q_0.500	0.79940706133446
12167	ZNF710	SRR14800481	q_0.500	0.921858911763794
12168	TM7SF2	SRR14800481	q_0.500	0.677806205116146
12169	UBP1	SRR14800481	q_0.500	0.746161651736654
12170	SPICE1	SRR14800481	q_0.500	0.879778007163887
12171	NPY1R	SRR14800481	q_0.500	0.619746752405308
12172	CENPV	SRR14800481	q_0.500	0.946104883073823
12173	METTL26	SRR14800481	q_0.500	0.576208791401733
12174	MCC	SRR14800481	q_0.500	0.242632038743871
12175	REG3A	SRR14800481	q_0.500	NA
12176	USP38	SRR14800481	q_0.500	0.934063562467243
12177	CYP2W1	SRR14800481	q_0.500	0.596288430559416
12178	NFKBIB	SRR14800481	q_0.500	0.979451601554992
12179	ING3	SRR14800481	q_0.500	0.845323455933472
12180	HIGD1A	SRR14800481	q_0.500	0.626387114859436
12181	DUOXA2	SRR14800481	q_0.500	0
12182	CCDC149	SRR14800481	q_0.500	0.478739314826423
12183	FAXDC2	SRR14800481	q_0.500	0.772203785608284
12184	THOC6	SRR14800481	q_0.500	0.554518181102768
12185	POLR2J4	SRR14800481	q_0.500	0.956342329084771
12186	SYNM	SRR14800481	q_0.500	0
12187	SPNS2	SRR14800481	q_0.500	0.958081089827699
12188	SRPRA	SRR14800481	q_0.500	0.502091588256258
12189	LINC03040	SRR14800481	q_0.500	0.469426597208937
12190	RAP1GDS1	SRR14800481	q_0.500	0.732339270503845
12191	ZNF493	SRR14800481	q_0.500	0.986678635781504
12192	VRK2	SRR14800481	q_0.500	0.876053930193558
12193	PMEPA1	SRR14800481	q_0.500	0.833150591422683
12194	CXCL12	SRR14800481	q_0.500	0.666471609851726
12195	EXOC1	SRR14800481	q_0.500	0.712359326046487
12196	FAM114A2	SRR14800481	q_0.500	0.721035861248054
12197	ANGEL2	SRR14800481	q_0.500	0.903083721587662
12198	TMEM183A	SRR14800481	q_0.500	0.773469999422253
12199	HDAC2	SRR14800481	q_0.500	0.502404845574769
12200	ATG5	SRR14800481	q_0.500	0.835460780619624
12201	SH3PXD2A	SRR14800481	q_0.500	0.918761042891699
12202	IFIT3	SRR14800481	q_0.500	0.878203633809188
12203	PBX2	SRR14800481	q_0.500	0.673466276850796
12204	IRF3	SRR14800481	q_0.500	0.758800545630938
12205	SPIRE2	SRR14800481	q_0.500	0.845579483821551
12206	CYBB	SRR14800481	q_0.500	0.821328901807707
12207	ASMTL	SRR14800481	q_0.500	0.627588922733595
12208	ETFRF1	SRR14800481	q_0.500	0.641848547714433
12209	PDE7A	SRR14800481	q_0.500	0.959816897879995
12210	CDH24	SRR14800481	q_0.500	0.977525090177414
12211	RELCH	SRR14800481	q_0.500	0.890518436085576
12212	ZFP90	SRR14800481	q_0.500	0.645207094030641
12213	SAR1B	SRR14800481	q_0.500	0.598947520417431
12214	PPP1R2	SRR14800481	q_0.500	0.534388598955876
12215	ENSG00000254706	SRR14800481	q_0.500	0.951594720593001
12216	GSKIP	SRR14800481	q_0.500	0.616435141036614
12217	GDI1	SRR14800481	q_0.500	0.576964924395637
12218	PNPT1	SRR14800481	q_0.500	0.268327835628339
12219	ZNF714	SRR14800481	q_0.500	0.937937713778004
12220	SLC9A7	SRR14800481	q_0.500	0
12221	DNAJC24	SRR14800481	q_0.500	0.832963851470033
12222	TLN2	SRR14800481	q_0.500	0.794078903205584
12223	SRP72	SRR14800481	q_0.500	0.664073289381951
12224	NSA2	SRR14800481	q_0.500	0.824181705103726
12225	THY1	SRR14800481	q_0.500	0.552973815585498
12226	PICALM	SRR14800481	q_0.500	0.714470791722442
12227	GLB1L2	SRR14800481	q_0.500	0.506559244468977
12228	SNHG10	SRR14800481	q_0.500	0.925142481930233
12229	MEF2A	SRR14800481	q_0.500	0.873224733719787
12230	GIPR	SRR14800481	q_0.500	0.918392668348803
12231	LINC02362	SRR14800481	q_0.500	0.795910804141917
12232	ENSG00000274322	SRR14800481	q_0.500	0.771169657509595
12233	ENSG00000291072	SRR14800481	q_0.500	0.913942441988506
12234	A4GALT	SRR14800481	q_0.500	0.671703485066899
12235	EPB41L4A-AS1	SRR14800481	q_0.500	0.918875402550218
12236	NCF1C	SRR14800481	q_0.500	0.552116493234419
12237	FOXJ2	SRR14800480	q_0.500	0.845698102890124
12238	TMEM38A	SRR14800480	q_0.500	0.687819849155298
12239	CCNE1	SRR14800480	q_0.500	0.637368727010747
12240	MCOLN1	SRR14800480	q_0.500	0.770251816670715
12241	FBXO3	SRR14800480	q_0.500	0.916328163917555
12242	SLC25A16	SRR14800480	q_0.500	0.755132304175174
12243	ZNF710	SRR14800480	q_0.500	0.923954085758998
12244	TM7SF2	SRR14800480	q_0.500	0.616713204357775
12245	UBP1	SRR14800480	q_0.500	0.619819466763914
12246	SPICE1	SRR14800480	q_0.500	0.891119963034015
12247	NPY1R	SRR14800480	q_0.500	0.886862167111911
12248	CENPV	SRR14800480	q_0.500	0.907933337256004
12249	METTL26	SRR14800480	q_0.500	0.609334911907294
12250	MCC	SRR14800480	q_0.500	0.589024417744334
12251	REG3A	SRR14800480	q_0.500	0.990023993452366
12252	USP38	SRR14800480	q_0.500	0.939326402444789
12253	CYP2W1	SRR14800480	q_0.500	0.677123684438718
12254	NFKBIB	SRR14800480	q_0.500	0.738834254138235
12255	ING3	SRR14800480	q_0.500	0.988260758444168
12256	HIGD1A	SRR14800480	q_0.500	0.940279321611679
12257	DUOXA2	SRR14800480	q_0.500	0
12258	CCDC149	SRR14800480	q_0.500	0.963542809136501
12259	FAXDC2	SRR14800480	q_0.500	0.908393735257605
12260	THOC6	SRR14800480	q_0.500	0.571014090303561
12261	POLR2J4	SRR14800480	q_0.500	0.863546646804297
12262	SYNM	SRR14800480	q_0.500	0.999814541868049
12263	SPNS2	SRR14800480	q_0.500	0.867034161855488
12264	SRPRA	SRR14800480	q_0.500	0.581687511479673
12265	LINC03040	SRR14800480	q_0.500	0.541683696039315
12266	RAP1GDS1	SRR14800480	q_0.500	0.73338548059543
12267	ZNF493	SRR14800480	q_0.500	0.951942175396119
12268	VRK2	SRR14800480	q_0.500	0.81838507036508
12269	PMEPA1	SRR14800480	q_0.500	0.776858657333782
12270	CXCL12	SRR14800480	q_0.500	0.676627098594659
12271	EXOC1	SRR14800480	q_0.500	0.530916302047199
12272	FAM114A2	SRR14800480	q_0.500	0.5035320323673
12273	ANGEL2	SRR14800480	q_0.500	0.789405677702535
12274	TMEM183A	SRR14800480	q_0.500	0.812581073203254
12275	HDAC2	SRR14800480	q_0.500	0.744179455380258
12276	ATG5	SRR14800480	q_0.500	0.824511515401058
12277	SH3PXD2A	SRR14800480	q_0.500	0.830078760691473
12278	IFIT3	SRR14800480	q_0.500	0.822605829523193
12279	PBX2	SRR14800480	q_0.500	0.72979244398206
12280	IRF3	SRR14800480	q_0.500	0.870332707603846
12281	SPIRE2	SRR14800480	q_0.500	0.879620867042433
12282	CYBB	SRR14800480	q_0.500	0.700798878102173
12283	ASMTL	SRR14800480	q_0.500	0.421020594230116
12284	ETFRF1	SRR14800480	q_0.500	0.809395346690127
12285	PDE7A	SRR14800480	q_0.500	0.964266080674347
12286	CDH24	SRR14800480	q_0.500	0.435302877722529
12287	RELCH	SRR14800480	q_0.500	0.959850482832947
12288	ZFP90	SRR14800480	q_0.500	0.755659110285345
12289	SAR1B	SRR14800480	q_0.500	0.833115572896431
12290	PPP1R2	SRR14800480	q_0.500	0.336290190337553
12291	ENSG00000254706	SRR14800480	q_0.500	0.558738602105645
12292	GSKIP	SRR14800480	q_0.500	0.499502742136363
12293	GDI1	SRR14800480	q_0.500	0.741145690120208
12294	PNPT1	SRR14800480	q_0.500	0.798334227101485
12295	ZNF714	SRR14800480	q_0.500	0.831678847775498
12296	SLC9A7	SRR14800480	q_0.500	0.651214159500195
12297	DNAJC24	SRR14800480	q_0.500	0.790922640713763
12298	TLN2	SRR14800480	q_0.500	0.906196775453512
12299	SRP72	SRR14800480	q_0.500	0.816910526698653
12300	NSA2	SRR14800480	q_0.500	0.431920274720798
12301	THY1	SRR14800480	q_0.500	0.563636106215976
12302	PICALM	SRR14800480	q_0.500	0.846279326363893
12303	GLB1L2	SRR14800480	q_0.500	0.548474581527625
12304	SNHG10	SRR14800480	q_0.500	0.57240696936412
12305	MEF2A	SRR14800480	q_0.500	0.883763332028419
12306	GIPR	SRR14800480	q_0.500	0.977168010785194
12307	LINC02362	SRR14800480	q_0.500	0.978070935217206
12308	ENSG00000274322	SRR14800480	q_0.500	0.715186832544099
12309	ENSG00000291072	SRR14800480	q_0.500	0.988490227096406
12310	A4GALT	SRR14800480	q_0.500	0.487055645375778
12311	EPB41L4A-AS1	SRR14800480	q_0.500	0.767415949218
12312	NCF1C	SRR14800480	q_0.500	0.910985851284415
12313	FOXJ2	SRR14800477	q_0.500	0.648937344602601
12314	TMEM38A	SRR14800477	q_0.500	0.609380517113791
12315	CCNE1	SRR14800477	q_0.500	0
12316	MCOLN1	SRR14800477	q_0.500	0.795959618111665
12317	FBXO3	SRR14800477	q_0.500	0.990008855686919
12318	SLC25A16	SRR14800477	q_0.500	0.952538072822724
12319	ZNF710	SRR14800477	q_0.500	0.930377083618951
12320	TM7SF2	SRR14800477	q_0.500	0.703488328609235
12321	UBP1	SRR14800477	q_0.500	0.898745218224359
12322	SPICE1	SRR14800477	q_0.500	0.798481648177999
12323	NPY1R	SRR14800477	q_0.500	0.634055459882611
12324	CENPV	SRR14800477	q_0.500	0.957670233357509
12325	METTL26	SRR14800477	q_0.500	0.752503459529265
12326	MCC	SRR14800477	q_0.500	0.619738779467554
12327	REG3A	SRR14800477	q_0.500	NA
12328	USP38	SRR14800477	q_0.500	0.971013318550586
12329	CYP2W1	SRR14800477	q_0.500	0
12330	NFKBIB	SRR14800477	q_0.500	0.73091638766134
12331	ING3	SRR14800477	q_0.500	0.812189175974776
12332	HIGD1A	SRR14800477	q_0.500	0.866212852626671
12333	DUOXA2	SRR14800477	q_0.500	NA
12334	CCDC149	SRR14800477	q_0.500	0.916678213960322
12335	FAXDC2	SRR14800477	q_0.500	0.865757237180319
12336	THOC6	SRR14800477	q_0.500	0.349063434766236
12337	POLR2J4	SRR14800477	q_0.500	0.911312893311467
12338	SYNM	SRR14800477	q_0.500	0.999991959746262
12339	SPNS2	SRR14800477	q_0.500	0
12340	SRPRA	SRR14800477	q_0.500	0.632690364424702
12341	LINC03040	SRR14800477	q_0.500	0
12342	RAP1GDS1	SRR14800477	q_0.500	0.734747645776917
12343	ZNF493	SRR14800477	q_0.500	0.975208886167645
12344	VRK2	SRR14800477	q_0.500	0.96152426693709
12345	PMEPA1	SRR14800477	q_0.500	0.824041624615508
12346	CXCL12	SRR14800477	q_0.500	0.620839740367629
12347	EXOC1	SRR14800477	q_0.500	0.911841366285335
12348	FAM114A2	SRR14800477	q_0.500	0.762181258558084
12349	ANGEL2	SRR14800477	q_0.500	0.878219586933384
12350	TMEM183A	SRR14800477	q_0.500	0.858971121335693
12351	HDAC2	SRR14800477	q_0.500	0.761465860946306
12352	ATG5	SRR14800477	q_0.500	0.873044270492898
12353	SH3PXD2A	SRR14800477	q_0.500	0.869126536410642
12354	IFIT3	SRR14800477	q_0.500	0
12355	PBX2	SRR14800477	q_0.500	0.785099499094282
12356	IRF3	SRR14800477	q_0.500	0.833031564392626
12357	SPIRE2	SRR14800477	q_0.500	0.859466196433638
12358	CYBB	SRR14800477	q_0.500	0.795239293129644
12359	ASMTL	SRR14800477	q_0.500	0.821618353592147
12360	ETFRF1	SRR14800477	q_0.500	0.591876358362231
12361	PDE7A	SRR14800477	q_0.500	0.94453549805878
12362	CDH24	SRR14800477	q_0.500	0.273223556423605
12363	RELCH	SRR14800477	q_0.500	0.950651538411855
12364	ZFP90	SRR14800477	q_0.500	0.604921339461504
12365	SAR1B	SRR14800477	q_0.500	0.851686873686831
12366	PPP1R2	SRR14800477	q_0.500	0.435268627389742
12367	ENSG00000254706	SRR14800477	q_0.500	0.553553926105898
12368	GSKIP	SRR14800477	q_0.500	0.101982687609392
12369	GDI1	SRR14800477	q_0.500	0.370443130339591
12370	PNPT1	SRR14800477	q_0.500	0.971142318570817
12371	ZNF714	SRR14800477	q_0.500	0.803991554427949
12372	SLC9A7	SRR14800477	q_0.500	0
12373	DNAJC24	SRR14800477	q_0.500	0.809335440055538
12374	TLN2	SRR14800477	q_0.500	0.777649402681859
12375	SRP72	SRR14800477	q_0.500	0.907079473220483
12376	NSA2	SRR14800477	q_0.500	0.512405805416077
12377	THY1	SRR14800477	q_0.500	0.340321315168538
12378	PICALM	SRR14800477	q_0.500	0.772121097940059
12379	GLB1L2	SRR14800477	q_0.500	0.675269384857505
12380	SNHG10	SRR14800477	q_0.500	0.917187216543119
12381	MEF2A	SRR14800477	q_0.500	0.908424812293694
12382	GIPR	SRR14800477	q_0.500	0.849786623675516
12383	LINC02362	SRR14800477	q_0.500	0.985667356719869
12384	ENSG00000274322	SRR14800477	q_0.500	0.633273528630511
12385	ENSG00000291072	SRR14800477	q_0.500	0.717360995261198
12386	A4GALT	SRR14800477	q_0.500	0.596703816460421
12387	EPB41L4A-AS1	SRR14800477	q_0.500	0.834384558418916
12388	NCF1C	SRR14800477	q_0.500	0.939926092780122
12389	FOXJ2	SRR14800476	q_0.500	0.578029965435754
12390	TMEM38A	SRR14800476	q_0.500	0.920124937735893
12391	CCNE1	SRR14800476	q_0.500	0.913428171668877
12392	MCOLN1	SRR14800476	q_0.500	0.696687438956991
12393	FBXO3	SRR14800476	q_0.500	0.988490167799189
12394	SLC25A16	SRR14800476	q_0.500	0.792074038697758
12395	ZNF710	SRR14800476	q_0.500	0.875267171666859
12396	TM7SF2	SRR14800476	q_0.500	0.618930788152381
12397	UBP1	SRR14800476	q_0.500	0.948590409817237
12398	SPICE1	SRR14800476	q_0.500	0.809283274232571
12399	NPY1R	SRR14800476	q_0.500	0.882895856677224
12400	CENPV	SRR14800476	q_0.500	0.8424770775734
12401	METTL26	SRR14800476	q_0.500	0.639005828704968
12402	MCC	SRR14800476	q_0.500	0.713141831757644
12403	REG3A	SRR14800476	q_0.500	0
12404	USP38	SRR14800476	q_0.500	0.986631854192834
12405	CYP2W1	SRR14800476	q_0.500	0
12406	NFKBIB	SRR14800476	q_0.500	0.817054122849818
12407	ING3	SRR14800476	q_0.500	0.767911372083884
12408	HIGD1A	SRR14800476	q_0.500	0.92718628813651
12409	DUOXA2	SRR14800476	q_0.500	0
12410	CCDC149	SRR14800476	q_0.500	0.763717048910123
12411	FAXDC2	SRR14800476	q_0.500	0.774438271901716
12412	THOC6	SRR14800476	q_0.500	0.293408307057467
12413	POLR2J4	SRR14800476	q_0.500	0.845701011600319
12414	SYNM	SRR14800476	q_0.500	0.99630331261755
12415	SPNS2	SRR14800476	q_0.500	0.677445180430838
12416	SRPRA	SRR14800476	q_0.500	0.682898684126669
12417	LINC03040	SRR14800476	q_0.500	0.564855480907166
12418	RAP1GDS1	SRR14800476	q_0.500	0.646134451537691
12419	ZNF493	SRR14800476	q_0.500	0.958733517448613
12420	VRK2	SRR14800476	q_0.500	0.91890811370889
12421	PMEPA1	SRR14800476	q_0.500	0.87341092670896
12422	CXCL12	SRR14800476	q_0.500	0.602915663994492
12423	EXOC1	SRR14800476	q_0.500	0.715985078220712
12424	FAM114A2	SRR14800476	q_0.500	0.605109039091867
12425	ANGEL2	SRR14800476	q_0.500	0.839485167288409
12426	TMEM183A	SRR14800476	q_0.500	0.919826590693781
12427	HDAC2	SRR14800476	q_0.500	0.893976305041513
12428	ATG5	SRR14800476	q_0.500	0.827057225445137
12429	SH3PXD2A	SRR14800476	q_0.500	0.938533124541728
12430	IFIT3	SRR14800476	q_0.500	0.999989030839069
12431	PBX2	SRR14800476	q_0.500	0.719121356000168
12432	IRF3	SRR14800476	q_0.500	0.874884705030388
12433	SPIRE2	SRR14800476	q_0.500	0.86751504449225
12434	CYBB	SRR14800476	q_0.500	0.728278551020988
12435	ASMTL	SRR14800476	q_0.500	0.603110615254456
12436	ETFRF1	SRR14800476	q_0.500	0.607738726260961
12437	PDE7A	SRR14800476	q_0.500	0.81098859893427
12438	CDH24	SRR14800476	q_0.500	0.54596655949677
12439	RELCH	SRR14800476	q_0.500	0.95726475142348
12440	ZFP90	SRR14800476	q_0.500	0.744582553927538
12441	SAR1B	SRR14800476	q_0.500	0.740243851020931
12442	PPP1R2	SRR14800476	q_0.500	0.388977384384057
12443	ENSG00000254706	SRR14800476	q_0.500	0.910560483267943
12444	GSKIP	SRR14800476	q_0.500	0.516037325424811
12445	GDI1	SRR14800476	q_0.500	0.601605255408038
12446	PNPT1	SRR14800476	q_0.500	0.767630266380697
12447	ZNF714	SRR14800476	q_0.500	0.869378072630143
12448	SLC9A7	SRR14800476	q_0.500	0.970192632354629
12449	DNAJC24	SRR14800476	q_0.500	0.923216521428533
12450	TLN2	SRR14800476	q_0.500	0.870880862453353
12451	SRP72	SRR14800476	q_0.500	0.864783202107608
12452	NSA2	SRR14800476	q_0.500	0.609654656675038
12453	THY1	SRR14800476	q_0.500	0.394372444940393
12454	PICALM	SRR14800476	q_0.500	0.982640182720788
12455	GLB1L2	SRR14800476	q_0.500	0.693204074677967
12456	SNHG10	SRR14800476	q_0.500	0.950476161507054
12457	MEF2A	SRR14800476	q_0.500	0.812792054548211
12458	GIPR	SRR14800476	q_0.500	0.974889597358788
12459	LINC02362	SRR14800476	q_0.500	0.966680100515242
12460	ENSG00000274322	SRR14800476	q_0.500	0.623702989278058
12461	ENSG00000291072	SRR14800476	q_0.500	0.867327151006042
12462	A4GALT	SRR14800476	q_0.500	0.233276786733161
12463	EPB41L4A-AS1	SRR14800476	q_0.500	0.750558919690007
12464	NCF1C	SRR14800476	q_0.500	0.544480194529325
12465	FOXJ2	SRR14800475	q_0.500	0.787918292620132
12466	TMEM38A	SRR14800475	q_0.500	0.962785994038791
12467	CCNE1	SRR14800475	q_0.500	0.309016354367681
12468	MCOLN1	SRR14800475	q_0.500	0.768801743754962
12469	FBXO3	SRR14800475	q_0.500	0.925830183790941
12470	SLC25A16	SRR14800475	q_0.500	0.836104207642563
12471	ZNF710	SRR14800475	q_0.500	0.939708112190793
12472	TM7SF2	SRR14800475	q_0.500	0.286464218527137
12473	UBP1	SRR14800475	q_0.500	0.649375358460024
12474	SPICE1	SRR14800475	q_0.500	0.837681729082076
12475	NPY1R	SRR14800475	q_0.500	0.195963647623792
12476	CENPV	SRR14800475	q_0.500	0.822932768742248
12477	METTL26	SRR14800475	q_0.500	0.650445868848288
12478	MCC	SRR14800475	q_0.500	0.691852193746758
12479	REG3A	SRR14800475	q_0.500	0
12480	USP38	SRR14800475	q_0.500	0.820900811535354
12481	CYP2W1	SRR14800475	q_0.500	0
12482	NFKBIB	SRR14800475	q_0.500	0.815965803071115
12483	ING3	SRR14800475	q_0.500	0.670575926771311
12484	HIGD1A	SRR14800475	q_0.500	0.848866746959098
12485	DUOXA2	SRR14800475	q_0.500	0.862543575500281
12486	CCDC149	SRR14800475	q_0.500	0.934673949530225
12487	FAXDC2	SRR14800475	q_0.500	0.872740663036649
12488	THOC6	SRR14800475	q_0.500	0.92231699950407
12489	POLR2J4	SRR14800475	q_0.500	0.959585578038163
12490	SYNM	SRR14800475	q_0.500	0.999844722431214
12491	SPNS2	SRR14800475	q_0.500	0.866089900009986
12492	SRPRA	SRR14800475	q_0.500	0.340461116687259
12493	LINC03040	SRR14800475	q_0.500	0.968300588823521
12494	RAP1GDS1	SRR14800475	q_0.500	0.591349420642252
12495	ZNF493	SRR14800475	q_0.500	0.958701395889808
12496	VRK2	SRR14800475	q_0.500	0.842423359211309
12497	PMEPA1	SRR14800475	q_0.500	0.391119394459236
12498	CXCL12	SRR14800475	q_0.500	0.604062256452909
12499	EXOC1	SRR14800475	q_0.500	0.498547770129246
12500	FAM114A2	SRR14800475	q_0.500	0.656799228174476
12501	ANGEL2	SRR14800475	q_0.500	0.68265292163698
12502	TMEM183A	SRR14800475	q_0.500	0.973682108212069
12503	HDAC2	SRR14800475	q_0.500	0.709383182102227
12504	ATG5	SRR14800475	q_0.500	0.957413537797342
12505	SH3PXD2A	SRR14800475	q_0.500	0.431663223042735
12506	IFIT3	SRR14800475	q_0.500	0.807710699481144
12507	PBX2	SRR14800475	q_0.500	0.611566004740527
12508	IRF3	SRR14800475	q_0.500	0.798525510261733
12509	SPIRE2	SRR14800475	q_0.500	0.721501191956852
12510	CYBB	SRR14800475	q_0.500	0.756660908383393
12511	ASMTL	SRR14800475	q_0.500	0.577852403924826
12512	ETFRF1	SRR14800475	q_0.500	0.553559084852272
12513	PDE7A	SRR14800475	q_0.500	0.960506602274562
12514	CDH24	SRR14800475	q_0.500	0.554276515041913
12515	RELCH	SRR14800475	q_0.500	0.705567371722989
12516	ZFP90	SRR14800475	q_0.500	0.629205568860041
12517	SAR1B	SRR14800475	q_0.500	0.623336331504899
12518	PPP1R2	SRR14800475	q_0.500	0.82732830558333
12519	ENSG00000254706	SRR14800475	q_0.500	0.9316407203279
12520	GSKIP	SRR14800475	q_0.500	0.558571438756541
12521	GDI1	SRR14800475	q_0.500	0.344734797353869
12522	PNPT1	SRR14800475	q_0.500	0.574618334943322
12523	ZNF714	SRR14800475	q_0.500	0.557547681029278
12524	SLC9A7	SRR14800475	q_0.500	0.980447937379046
12525	DNAJC24	SRR14800475	q_0.500	0.692855943874568
12526	TLN2	SRR14800475	q_0.500	0.662822566898145
12527	SRP72	SRR14800475	q_0.500	0.908450652835566
12528	NSA2	SRR14800475	q_0.500	0.591930165038273
12529	THY1	SRR14800475	q_0.500	0.420950736921144
12530	PICALM	SRR14800475	q_0.500	0.868843533088703
12531	GLB1L2	SRR14800475	q_0.500	0.635655046222399
12532	SNHG10	SRR14800475	q_0.500	0.819697545459097
12533	MEF2A	SRR14800475	q_0.500	0.68523587983928
12534	GIPR	SRR14800475	q_0.500	NA
12535	LINC02362	SRR14800475	q_0.500	0.667865738933167
12536	ENSG00000274322	SRR14800475	q_0.500	0
12537	ENSG00000291072	SRR14800475	q_0.500	0.781863684891592
12538	A4GALT	SRR14800475	q_0.500	0.893665493241207
12539	EPB41L4A-AS1	SRR14800475	q_0.500	0.42306132105158
12540	NCF1C	SRR14800475	q_0.500	0.451445020883728
12541	FOXJ2	SRR14800490	q_0.500	0.815613370885428
12542	TMEM38A	SRR14800490	q_0.500	0.999765026115457
12543	CCNE1	SRR14800490	q_0.500	NA
12544	MCOLN1	SRR14800490	q_0.500	0.61450387781333
12545	FBXO3	SRR14800490	q_0.500	0.823252860139772
12546	SLC25A16	SRR14800490	q_0.500	0.802249971781566
12547	ZNF710	SRR14800490	q_0.500	0.946219023744131
12548	TM7SF2	SRR14800490	q_0.500	0.875167067614007
12549	UBP1	SRR14800490	q_0.500	0.799152422723727
12550	SPICE1	SRR14800490	q_0.500	0.85467555816294
12551	NPY1R	SRR14800490	q_0.500	0.76703708593967
12552	CENPV	SRR14800490	q_0.500	0.917135314442332
12553	METTL26	SRR14800490	q_0.500	0.650969232021709
12554	MCC	SRR14800490	q_0.500	0.709828353773235
12555	REG3A	SRR14800490	q_0.500	NA
12556	USP38	SRR14800490	q_0.500	0.819398532542007
12557	CYP2W1	SRR14800490	q_0.500	0
12558	NFKBIB	SRR14800490	q_0.500	0.776679021146604
12559	ING3	SRR14800490	q_0.500	0.84655111319431
12560	HIGD1A	SRR14800490	q_0.500	0.845383464582229
12561	DUOXA2	SRR14800490	q_0.500	NA
12562	CCDC149	SRR14800490	q_0.500	0.932192066557738
12563	FAXDC2	SRR14800490	q_0.500	0.795974941495193
12564	THOC6	SRR14800490	q_0.500	0.553321327647974
12565	POLR2J4	SRR14800490	q_0.500	0.978527426489078
12566	SYNM	SRR14800490	q_0.500	0.99402675472565
12567	SPNS2	SRR14800490	q_0.500	0
12568	SRPRA	SRR14800490	q_0.500	0.695911561529571
12569	LINC03040	SRR14800490	q_0.500	0
12570	RAP1GDS1	SRR14800490	q_0.500	0.633173497151878
12571	ZNF493	SRR14800490	q_0.500	0.947395855870835
12572	VRK2	SRR14800490	q_0.500	0.860875837959793
12573	PMEPA1	SRR14800490	q_0.500	0.353049166666867
12574	CXCL12	SRR14800490	q_0.500	0.70910155855958
12575	EXOC1	SRR14800490	q_0.500	0.731283282416263
12576	FAM114A2	SRR14800490	q_0.500	0.742266963582312
12577	ANGEL2	SRR14800490	q_0.500	0.924078767367562
12578	TMEM183A	SRR14800490	q_0.500	0.833523412423105
12579	HDAC2	SRR14800490	q_0.500	0.723778663100782
12580	ATG5	SRR14800490	q_0.500	0.813759365166294
12581	SH3PXD2A	SRR14800490	q_0.500	0.622931852228498
12582	IFIT3	SRR14800490	q_0.500	0.847775523569618
12583	PBX2	SRR14800490	q_0.500	0.491353519883271
12584	IRF3	SRR14800490	q_0.500	0.76472015043968
12585	SPIRE2	SRR14800490	q_0.500	0.92920822657802
12586	CYBB	SRR14800490	q_0.500	0.682207720691471
12587	ASMTL	SRR14800490	q_0.500	0.595299403018126
12588	ETFRF1	SRR14800490	q_0.500	0.623576450568143
12589	PDE7A	SRR14800490	q_0.500	0.749314223854793
12590	CDH24	SRR14800490	q_0.500	0.477666884920137
12591	RELCH	SRR14800490	q_0.500	0.745399554891094
12592	ZFP90	SRR14800490	q_0.500	0.844278217247114
12593	SAR1B	SRR14800490	q_0.500	0.609058418879826
12594	PPP1R2	SRR14800490	q_0.500	0.703182084687477
12595	ENSG00000254706	SRR14800490	q_0.500	0.594057422888276
12596	GSKIP	SRR14800490	q_0.500	0
12597	GDI1	SRR14800490	q_0.500	0.634088753792005
12598	PNPT1	SRR14800490	q_0.500	0.534875175467711
12599	ZNF714	SRR14800490	q_0.500	0.352224266986506
12600	SLC9A7	SRR14800490	q_0.500	0.514230590363457
12601	DNAJC24	SRR14800490	q_0.500	0.632290946846372
12602	TLN2	SRR14800490	q_0.500	0.794962261069207
12603	SRP72	SRR14800490	q_0.500	0.890903658663501
12604	NSA2	SRR14800490	q_0.500	0.455402807063734
12605	THY1	SRR14800490	q_0.500	0.388524996412476
12606	PICALM	SRR14800490	q_0.500	0.865890579437793
12607	GLB1L2	SRR14800490	q_0.500	0.804366945929469
12608	SNHG10	SRR14800490	q_0.500	0.708247026112323
12609	MEF2A	SRR14800490	q_0.500	0.780368353870689
12610	GIPR	SRR14800490	q_0.500	NA
